"","subnum","food1","food2","food3","answer","rt"
"394","sub-210","gummy_bear_3","muffin_8","sausage_1","gummy_bear_3",994
"395","sub-210","gummy_bear_3","pineapple_6","cookie_7","gummy_bear_3",1793
"441","sub-211","mushroom_8","cake_7","chocolate_candy_4","mushroom_8",3317
"442","sub-211","raspberry_2","soup_7","muffin_8","soup_7",5881
"443","sub-211","jelly_bean_7","tomato_1","sausage_1","jelly_bean_7",5910
"445","sub-211","candy_cane_5","pie_4","sausage_1","sausage_1",3793
"446","sub-211","pineapple_6","mushroom_8","sausage_1","pineapple_6",4194
"447","sub-211","gummy_bear_3","pineapple_6","cauliflower_3","gummy_bear_3",4242
"448","sub-211","watermelon_6","squash_6","tomato_1","watermelon_6",4352
"449","sub-211","soup_7","tomato_1","crepe_2","crepe_2",3432
"450","sub-211","watermelon_6","crepe_2","grilled_cheese_4","watermelon_6",3317
"451","sub-211","jelly_bean_7","cauliflower_3","cake_7","cauliflower_3",5351
"452","sub-211","jelly_bean_7","raspberry_2","chips_1","chips_1",3492
"453","sub-211","apple_3","fried_chicken_7","mac_and_cheese_7","apple_3",2944
"454","sub-211","raspberry_2","doughnut_6","pie_4","raspberry_2",2830
"455","sub-211","jelly_bean_7","popsicle_2","fried_chicken_7","fried_chicken_7",2701
"456","sub-211","soup_7","squash_6","bacon_2","squash_6",3463
"457","sub-211","cake_7","onion_ring_2","sausage_1","cake_7",2585
"458","sub-211","squash_6","chocolate_candy_4","cookie_7","squash_6",2390
"459","sub-211","candy_cane_5","crepe_2","mac_and_cheese_7","candy_cane_5",3846
"460","sub-211","potato_6","cinnamon_roll_7","crepe_2","potato_6",3428
"461","sub-211","apple_3","tomato_1","cinnamon_roll_7","cinnamon_roll_7",3225
"462","sub-212","bean_8","soup_7","doughnut_6","doughnut_6",2541
"463","sub-212","strawberry_1","onion_ring_2","sausage_1","strawberry_1",3128
"464","sub-212","pineapple_6","cookie_7","mac_and_cheese_7","pineapple_6",3730
"465","sub-212","jelly_bean_7","chocolate_candy_4","french_fries_5","french_fries_5",2322
"466","sub-212","raspberry_2","chocolate_candy_4","bacon_2","raspberry_2",2403
"467","sub-212","gummy_bear_3","strawberry_1","pie_4","gummy_bear_3",2342
"468","sub-212","popsicle_2","tomato_1","onion_ring_2","tomato_1",6121
"469","sub-212","broccoli_7","squash_6","french_fries_5","french_fries_5",1506
"470","sub-212","potato_6","french_fries_5","hot_dog_3","hot_dog_3",1799
"471","sub-212","strawberry_1","potato_6","pie_4","potato_6",2589
"472","sub-212","mushroom_8","muffin_8","chips_1","mushroom_8",3741
"473","sub-212","watermelon_6","muffin_8","hot_dog_3","watermelon_6",2419
"475","sub-212","candy_cane_5","soup_7","fried_chicken_7","candy_cane_5",2833
"477","sub-212","cauliflower_3","rice_5","cake_7","cake_7",6532
"478","sub-212","gummy_bear_3","potato_6","soup_7","gummy_bear_3",2911
"479","sub-212","apple_3","pineapple_6","rice_5","rice_5",1554
"480","sub-212","potato_6","cake_7","ice_cream_1","potato_6",1848
"481","sub-212","popsicle_2","mushroom_8","potato_6","popsicle_2",1632
"482","sub-212","gummy_bear_3","watermelon_6","french_fries_5","watermelon_6",3691
"483","sub-212","raspberry_2","broccoli_7","mac_and_cheese_7","mac_and_cheese_7",3127
"484","sub-213","pineapple_6","raspberry_2","fried_chicken_7","fried_chicken_7",3098
"485","sub-213","rice_5","cake_7","chips_1","cake_7",3657
"486","sub-213","jelly_bean_7","tomato_1","pie_4","jelly_bean_7",4746
"487","sub-213","popsicle_2","raspberry_2","mac_and_cheese_7","mac_and_cheese_7",2717
"488","sub-213","chocolate_candy_4","french_fries_5","mac_and_cheese_7","chocolate_candy_4",2554
"489","sub-213","rice_5","cookie_7","fried_chicken_7","cookie_7",3594
"490","sub-213","watermelon_6","bean_8","cauliflower_3","bean_8",2836
"491","sub-213","chips_1","fried_chicken_7","grilled_cheese_4","fried_chicken_7",566
"492","sub-213","cauliflower_3","ice_cream_1","muffin_8","ice_cream_1",5214
"493","sub-213","gummy_bear_3","popsicle_2","grilled_cheese_4","gummy_bear_3",8455
"496","sub-213","potato_6","doughnut_6","mac_and_cheese_7","doughnut_6",3985
"497","sub-213","bean_8","mushroom_8","onion_ring_2","bean_8",5260
"498","sub-213","cake_7","ice_cream_1","hot_dog_3","hot_dog_3",2817
"499","sub-213","rice_5","cinnamon_roll_7","ice_cream_1","rice_5",3399
"500","sub-213","mushroom_8","squash_6","doughnut_6","doughnut_6",5418
"501","sub-213","popsicle_2","strawberry_1","tomato_1","popsicle_2",4305
"502","sub-213","jelly_bean_7","pineapple_6","cauliflower_3","jelly_bean_7",3510
"503","sub-213","bean_8","bacon_2","chips_1","bacon_2",5221
"504","sub-213","gummy_bear_3","broccoli_7","cookie_7","broccoli_7",3739
"505","sub-213","pineapple_6","broccoli_7","tomato_1","broccoli_7",3441
"506","sub-214","popsicle_2","french_fries_5","grilled_cheese_4","popsicle_2",5875
"507","sub-214","candy_cane_5","raspberry_2","soup_7","candy_cane_5",7339
"509","sub-214","soup_7","squash_6","onion_ring_2","onion_ring_2",2216
"510","sub-214","candy_cane_5","pie_4","onion_ring_2","candy_cane_5",2268
"511","sub-214","chocolate_candy_4","grilled_cheese_4","onion_ring_2","chocolate_candy_4",1590
"513","sub-214","cake_7","grilled_cheese_4","hot_dog_3","grilled_cheese_4",2361
"514","sub-214","mushroom_8","chocolate_candy_4","chips_1","mushroom_8",2164
"515","sub-214","rice_5","cake_7","hot_dog_3","rice_5",1440
"516","sub-214","broccoli_7","pie_4","onion_ring_2","broccoli_7",1333
"517","sub-214","broccoli_7","cookie_7","muffin_8","broccoli_7",1725
"518","sub-214","apple_3","crepe_2","hot_dog_3","apple_3",1127
"519","sub-214","jelly_bean_7","popsicle_2","doughnut_6","jelly_bean_7",3297
"520","sub-214","broccoli_7","grilled_cheese_4","sausage_1","broccoli_7",847
"521","sub-214","potato_6","squash_6","chocolate_candy_4","chocolate_candy_4",1406
"522","sub-214","soup_7","bacon_2","grilled_cheese_4","bacon_2",2110
"523","sub-214","raspberry_2","muffin_8","hot_dog_3","raspberry_2",1021
"524","sub-214","cauliflower_3","ice_cream_1","pie_4","cauliflower_3",1248
"525","sub-214","crepe_2","french_fries_5","hot_dog_3","crepe_2",1211
"526","sub-214","soup_7","cinnamon_roll_7","muffin_8","soup_7",2512
"527","sub-214","raspberry_2","watermelon_6","fried_chicken_7","raspberry_2",1278
"528","sub-215","strawberry_1","chocolate_candy_4","cinnamon_roll_7","strawberry_1",2496
"529","sub-215","candy_cane_5","popsicle_2","cookie_7","popsicle_2",2640
"530","sub-215","cauliflower_3","chocolate_candy_4","french_fries_5","cauliflower_3",2039
"531","sub-215","cake_7","doughnut_6","sausage_1","sausage_1",1972
"532","sub-215","gummy_bear_3","cookie_7","ice_cream_1","ice_cream_1",3408
"533","sub-215","pineapple_6","mushroom_8","pie_4","mushroom_8",3618
"534","sub-215","apple_3","onion_ring_2","sausage_1","apple_3",2466
"535","sub-215","ice_cream_1","bacon_2","french_fries_5","ice_cream_1",3084
"537","sub-215","apple_3","broccoli_7","hot_dog_3","hot_dog_3",1567
"538","sub-215","soup_7","muffin_8","bacon_2","soup_7",3738
"539","sub-215","candy_cane_5","bean_8","squash_6","bean_8",1850
"540","sub-215","mushroom_8","tomato_1","doughnut_6","doughnut_6",1631
"541","sub-215","pineapple_6","chocolate_candy_4","cookie_7","pineapple_6",1643
"542","sub-215","popsicle_2","strawberry_1","squash_6","squash_6",2185
"544","sub-215","gummy_bear_3","popsicle_2","rice_5","rice_5",1707
"545","sub-215","pie_4","hot_dog_3","onion_ring_2","pie_4",1676
"546","sub-215","candy_cane_5","cauliflower_3","doughnut_6","cauliflower_3",2157
"547","sub-215","mushroom_8","cookie_7","fried_chicken_7","mushroom_8",3007
"548","sub-215","pineapple_6","broccoli_7","chips_1","chips_1",1954
"549","sub-215","candy_cane_5","chocolate_candy_4","cookie_7","candy_cane_5",2902
"573","sub-216","apple_3","raspberry_2","broccoli_7","apple_3",3527
"574","sub-216","apple_3","doughnut_6","mac_and_cheese_7","apple_3",1852
"575","sub-216","raspberry_2","bean_8","cauliflower_3","raspberry_2",2950
"576","sub-216","tomato_1","hot_dog_3","onion_ring_2","tomato_1",1734
"577","sub-216","gummy_bear_3","fried_chicken_7","grilled_cheese_4","fried_chicken_7",2508
"579","sub-216","raspberry_2","cookie_7","bacon_2","raspberry_2",1634
"580","sub-216","tomato_1","cookie_7","doughnut_6","tomato_1",911
"581","sub-216","squash_6","doughnut_6","sausage_1","squash_6",2125
"582","sub-216","raspberry_2","mushroom_8","muffin_8","raspberry_2",1051
"583","sub-216","gummy_bear_3","raspberry_2","soup_7","raspberry_2",1693
"584","sub-216","ice_cream_1","chips_1","hot_dog_3","hot_dog_3",2670
"585","sub-216","cake_7","chips_1","hot_dog_3","cake_7",1562
"586","sub-216","raspberry_2","cookie_7","mac_and_cheese_7","raspberry_2",1364
"587","sub-216","gummy_bear_3","chocolate_candy_4","sausage_1","chocolate_candy_4",1708
"588","sub-216","candy_cane_5","watermelon_6","mushroom_8","watermelon_6",2465
"589","sub-216","doughnut_6","muffin_8","fried_chicken_7","muffin_8",1223
"590","sub-216","candy_cane_5","squash_6","crepe_2","squash_6",1368
"591","sub-216","squash_6","doughnut_6","mac_and_cheese_7","doughnut_6",1026
"592","sub-216","watermelon_6","french_fries_5","onion_ring_2","watermelon_6",1417
"593","sub-216","rice_5","soup_7","cookie_7","soup_7",1107
"594","sub-217","gummy_bear_3","cinnamon_roll_7","doughnut_6","gummy_bear_3",5265
"595","sub-217","chips_1","mac_and_cheese_7","sausage_1","chips_1",8339
"596","sub-217","gummy_bear_3","pineapple_6","muffin_8","gummy_bear_3",8221
"597","sub-217","tomato_1","cinnamon_roll_7","sausage_1","cinnamon_roll_7",7691
"598","sub-217","rice_5","hot_dog_3","sausage_1","rice_5",5574
"599","sub-217","strawberry_1","soup_7","pie_4","soup_7",8105
"600","sub-217","popsicle_2","watermelon_6","squash_6","squash_6",5685
"601","sub-217","soup_7","chocolate_candy_4","ice_cream_1","soup_7",2863
"602","sub-217","pineapple_6","ice_cream_1","sausage_1","sausage_1",3101
"604","sub-217","strawberry_1","crepe_2","muffin_8","strawberry_1",4292
"605","sub-217","candy_cane_5","cauliflower_3","chocolate_candy_4","cauliflower_3",3227
"606","sub-217","strawberry_1","broccoli_7","bacon_2","bacon_2",5168
"607","sub-217","candy_cane_5","cookie_7","french_fries_5","french_fries_5",4700
"609","sub-217","gummy_bear_3","broccoli_7","fried_chicken_7","broccoli_7",3545
"610","sub-217","mushroom_8","ice_cream_1","fried_chicken_7","mushroom_8",6250
"611","sub-217","strawberry_1","cauliflower_3","potato_6","strawberry_1",3282
"612","sub-217","rice_5","squash_6","chips_1","chips_1",6047
"613","sub-217","raspberry_2","bean_8","cookie_7","cookie_7",5322
"614","sub-217","bean_8","potato_6","cinnamon_roll_7","cinnamon_roll_7",4385
"615","sub-217","gummy_bear_3","pineapple_6","french_fries_5","french_fries_5",8533
"616","sub-218","strawberry_1","mushroom_8","onion_ring_2","onion_ring_2",3952
"617","sub-218","muffin_8","pie_4","fried_chicken_7","fried_chicken_7",2478
"618","sub-218","candy_cane_5","bean_8","potato_6","candy_cane_5",7035
"619","sub-218","raspberry_2","cookie_7","hot_dog_3","raspberry_2",4703
"620","sub-218","strawberry_1","watermelon_6","cinnamon_roll_7","cinnamon_roll_7",1863
"621","sub-218","gummy_bear_3","raspberry_2","tomato_1","gummy_bear_3",2324
"622","sub-218","soup_7","pie_4","hot_dog_3","pie_4",3599
"623","sub-218","candy_cane_5","pineapple_6","mushroom_8","candy_cane_5",2099
"624","sub-218","candy_cane_5","squash_6","cake_7","squash_6",2552
"625","sub-218","raspberry_2","mushroom_8","onion_ring_2","onion_ring_2",4232
"626","sub-218","jelly_bean_7","soup_7","cookie_7","jelly_bean_7",4462
"628","sub-218","jelly_bean_7","watermelon_6","bean_8","jelly_bean_7",4428
"629","sub-218","watermelon_6","soup_7","muffin_8","soup_7",5728
"630","sub-218","doughnut_6","french_fries_5","onion_ring_2","doughnut_6",3959
"631","sub-218","candy_cane_5","jelly_bean_7","strawberry_1","strawberry_1",1743
"632","sub-218","strawberry_1","mushroom_8","fried_chicken_7","fried_chicken_7",3163
"633","sub-218","chocolate_candy_4","muffin_8","chips_1","muffin_8",4075
"635","sub-218","jelly_bean_7","chocolate_candy_4","cookie_7","jelly_bean_7",4755
"636","sub-218","broccoli_7","mushroom_8","chips_1","chips_1",3383
"637","sub-218","jelly_bean_7","raspberry_2","broccoli_7","jelly_bean_7",2471
"639","sub-219","candy_cane_5","cake_7","grilled_cheese_4","grilled_cheese_4",3886
"640","sub-219","pineapple_6","strawberry_1","mushroom_8","mushroom_8",2885
"641","sub-219","gummy_bear_3","broccoli_7","cauliflower_3","gummy_bear_3",2387
"642","sub-219","cauliflower_3","rice_5","cinnamon_roll_7","cinnamon_roll_7",2894
"643","sub-219","squash_6","crepe_2","chips_1","chips_1",3455
"644","sub-219","watermelon_6","soup_7","sausage_1","watermelon_6",5274
"645","sub-219","broccoli_7","cinnamon_roll_7","bacon_2","cinnamon_roll_7",3806
"646","sub-219","candy_cane_5","cauliflower_3","chips_1","chips_1",3143
"647","sub-219","strawberry_1","cauliflower_3","fried_chicken_7","fried_chicken_7",5644
"648","sub-219","bean_8","cake_7","cinnamon_roll_7","bean_8",3220
"650","sub-219","gummy_bear_3","watermelon_6","mushroom_8","mushroom_8",2788
"651","sub-219","apple_3","gummy_bear_3","mushroom_8","mushroom_8",2605
"652","sub-219","tomato_1","pie_4","fried_chicken_7","fried_chicken_7",2814
"653","sub-219","strawberry_1","cauliflower_3","crepe_2","cauliflower_3",2146
"654","sub-219","jelly_bean_7","pie_4","mac_and_cheese_7","mac_and_cheese_7",2522
"655","sub-219","watermelon_6","potato_6","tomato_1","watermelon_6",4297
"656","sub-219","jelly_bean_7","popsicle_2","rice_5","rice_5",2219
"657","sub-219","tomato_1","mac_and_cheese_7","onion_ring_2","onion_ring_2",2312
"658","sub-219","apple_3","ice_cream_1","muffin_8","apple_3",3076
"659","sub-219","jelly_bean_7","broccoli_7","cauliflower_3","jelly_bean_7",3095
"660","sub-220","candy_cane_5","pie_4","mac_and_cheese_7","mac_and_cheese_7",4185
"661","sub-220","broccoli_7","ice_cream_1","grilled_cheese_4","broccoli_7",2789
"663","sub-220","bean_8","cake_7","hot_dog_3","cake_7",5632
"664","sub-220","jelly_bean_7","popsicle_2","soup_7","soup_7",3472
"665","sub-220","apple_3","candy_cane_5","sausage_1","candy_cane_5",5467
"667","sub-220","gummy_bear_3","fried_chicken_7","hot_dog_3","gummy_bear_3",2700
"668","sub-220","bean_8","cinnamon_roll_7","grilled_cheese_4","cinnamon_roll_7",2831
"669","sub-220","squash_6","doughnut_6","bacon_2","doughnut_6",3414
"670","sub-220","tomato_1","french_fries_5","hot_dog_3","hot_dog_3",12230
"671","sub-220","watermelon_6","soup_7","crepe_2","soup_7",4390
"672","sub-220","broccoli_7","squash_6","mac_and_cheese_7","mac_and_cheese_7",3285
"673","sub-220","cinnamon_roll_7","muffin_8","chips_1","chips_1",1910
"674","sub-220","raspberry_2","cinnamon_roll_7","hot_dog_3","hot_dog_3",6773
"675","sub-220","raspberry_2","watermelon_6","soup_7","soup_7",1800
"676","sub-220","apple_3","muffin_8","bacon_2","bacon_2",4021
"677","sub-220","bean_8","crepe_2","french_fries_5","crepe_2",2909
"678","sub-220","jelly_bean_7","pineapple_6","chocolate_candy_4","pineapple_6",2794
"679","sub-220","chocolate_candy_4","ice_cream_1","hot_dog_3","hot_dog_3",2736
"680","sub-220","candy_cane_5","jelly_bean_7","tomato_1","tomato_1",1780
"681","sub-220","bean_8","soup_7","onion_ring_2","onion_ring_2",3352
"682","sub-221","potato_6","crepe_2","bacon_2","potato_6",4284
"683","sub-221","mushroom_8","muffin_8","grilled_cheese_4","mushroom_8",10034
"684","sub-221","rice_5","chocolate_candy_4","grilled_cheese_4","rice_5",7008
"685","sub-221","popsicle_2","watermelon_6","rice_5","popsicle_2",6843
"686","sub-221","strawberry_1","cinnamon_roll_7","doughnut_6","strawberry_1",3546
"687","sub-221","pineapple_6","potato_6","crepe_2","crepe_2",9300
"688","sub-221","cookie_7","ice_cream_1","grilled_cheese_4","grilled_cheese_4",2869
"689","sub-221","popsicle_2","doughnut_6","ice_cream_1","doughnut_6",3975
"690","sub-221","jelly_bean_7","hot_dog_3","sausage_1","jelly_bean_7",2385
"692","sub-221","gummy_bear_3","crepe_2","hot_dog_3","hot_dog_3",5831
"693","sub-221","rice_5","cinnamon_roll_7","hot_dog_3","rice_5",5406
"694","sub-221","crepe_2","bacon_2","chips_1","chips_1",4114
"695","sub-221","mushroom_8","soup_7","squash_6","soup_7",10834
"696","sub-221","strawberry_1","potato_6","ice_cream_1","potato_6",3222
"697","sub-221","apple_3","tomato_1","fried_chicken_7","fried_chicken_7",3306
"699","sub-221","apple_3","popsicle_2","grilled_cheese_4","apple_3",6065
"700","sub-221","broccoli_7","soup_7","hot_dog_3","hot_dog_3",2539
"701","sub-221","strawberry_1","ice_cream_1","chips_1","strawberry_1",2076
"702","sub-221","watermelon_6","chocolate_candy_4","bacon_2","bacon_2",5420
"703","sub-221","potato_6","ice_cream_1","mac_and_cheese_7","ice_cream_1",3974
"704","sub-222","cauliflower_3","chocolate_candy_4","bacon_2","cauliflower_3",5696
"705","sub-222","strawberry_1","chocolate_candy_4","sausage_1","sausage_1",4238
"706","sub-222","apple_3","bacon_2","hot_dog_3","apple_3",2436
"707","sub-222","crepe_2","muffin_8","fried_chicken_7","fried_chicken_7",2819
"708","sub-222","raspberry_2","chocolate_candy_4","chips_1","chips_1",2556
"709","sub-222","broccoli_7","cauliflower_3","bacon_2","bacon_2",2884
"710","sub-222","soup_7","cinnamon_roll_7","chips_1","soup_7",4443
"711","sub-222","popsicle_2","chocolate_candy_4","cinnamon_roll_7","popsicle_2",8351
"712","sub-222","raspberry_2","mushroom_8","ice_cream_1","mushroom_8",7051
"713","sub-222","candy_cane_5","strawberry_1","french_fries_5","french_fries_5",9089
"714","sub-222","cake_7","crepe_2","fried_chicken_7","fried_chicken_7",4355
"715","sub-222","cinnamon_roll_7","fried_chicken_7","grilled_cheese_4","cinnamon_roll_7",7141
"716","sub-222","candy_cane_5","onion_ring_2","sausage_1","candy_cane_5",5148
"717","sub-222","mushroom_8","cake_7","grilled_cheese_4","mushroom_8",12059
"718","sub-222","candy_cane_5","potato_6","chocolate_candy_4","potato_6",6753
"719","sub-222","candy_cane_5","strawberry_1","potato_6","potato_6",4562
"720","sub-222","gummy_bear_3","jelly_bean_7","ice_cream_1","ice_cream_1",4230
"721","sub-222","candy_cane_5","french_fries_5","fried_chicken_7","candy_cane_5",7452
"722","sub-222","chocolate_candy_4","crepe_2","pie_4","chocolate_candy_4",13643
"724","sub-222","apple_3","bacon_2","fried_chicken_7","apple_3",4412
"726","sub-223","apple_3","popsicle_2","strawberry_1","popsicle_2",4322
"727","sub-223","gummy_bear_3","ice_cream_1","hot_dog_3","hot_dog_3",3479
"728","sub-223","gummy_bear_3","jelly_bean_7","mac_and_cheese_7","mac_and_cheese_7",1677
"729","sub-223","rice_5","cookie_7","crepe_2","rice_5",2460
"730","sub-223","broccoli_7","pie_4","hot_dog_3","broccoli_7",2975
"731","sub-223","strawberry_1","muffin_8","fried_chicken_7","strawberry_1",3317
"732","sub-223","soup_7","bacon_2","chips_1","soup_7",5369
"733","sub-223","potato_6","soup_7","bacon_2","bacon_2",2941
"735","sub-223","raspberry_2","rice_5","sausage_1","raspberry_2",3537
"737","sub-223","french_fries_5","grilled_cheese_4","onion_ring_2","grilled_cheese_4",4302
"738","sub-223","candy_cane_5","raspberry_2","cauliflower_3","candy_cane_5",2563
"739","sub-223","bean_8","cinnamon_roll_7","onion_ring_2","bean_8",7130
